Planta;Fecha;Total Energy;Total Consumption;Total Import;Total Export;Total Self-consumpion
1;21:00:00;23.40215385;23.40215385;23.40215385;23.40215385;23.40215385
1;22:00:00;23.46276923;23.46276923;23.46276923;23.46276923;23.46276923
1;23:00:00;23.52338462;23.52338462;23.52338462;23.52338462;23.52338462
1;0:00:00;23.584;23.584;23.584;23.584;23.584
1;1:00:00;23.64461538;23.64461538;23.64461538;23.64461538;23.64461538
1;2:00:00;23.70523077;23.70523077;23.70523077;23.70523077;23.70523077
1;3:00:00;23.76584615;23.76584615;23.76584615;23.76584615;23.76584615
1;4:00:00;23.82646154;23.82646154;23.82646154;23.82646154;23.82646154
1;5:00:00;23.88707692;23.88707692;23.88707692;23.88707692;23.88707692
1;6:00:00;23.94769231;23.94769231;23.94769231;23.94769231;23.94769231
1;7:00:00;24.00830769;24.00830769;24.00830769;24.00830769;24.00830769
1;8:00:00;24.06892308;24.06892308;24.06892308;24.06892308;24.06892308
1;9:00:00;24.12953846;24.12953846;24.12953846;24.12953846;24.12953846
1;10:00:00;24.19015385;24.19015385;24.19015385;24.19015385;24.19015385
1;11:00:00;24.25076923;24.25076923;24.25076923;24.25076923;24.25076923
1;12:00:00;24.31138462;24.31138462;24.31138462;24.31138462;24.31138462
1;13:00:00;24.372;24.372;24.372;24.372;24.372
1;14:00:00;24.43261538;24.43261538;24.43261538;24.43261538;24.43261538
1;15:00:00;24.49323077;24.49323077;24.49323077;24.49323077;24.49323077
1;16:00:00;24.55384615;24.55384615;24.55384615;24.55384615;24.55384615
1;17:00:00;24.61446154;24.61446154;24.61446154;24.61446154;24.61446154
1;18:00:00;24.67507692;24.67507692;24.67507692;24.67507692;24.67507692
1;19:00:00;24.73569231;24.73569231;24.73569231;24.73569231;24.73569231
1;20:00:00;24.79630769;24.79630769;24.79630769;24.79630769;24.79630769
1;21:00:00;24.85692308;24.85692308;24.85692308;24.85692308;24.85692308
1;22:00:00;24.91753846;24.91753846;24.91753846;24.91753846;24.91753846
1;23:00:00;24.97815385;24.97815385;24.97815385;24.97815385;24.97815385
1;0:00:00;25.03876923;25.03876923;25.03876923;25.03876923;25.03876923
1;1:00:00;25.09938462;25.09938462;25.09938462;25.09938462;25.09938462
1;2:00:00;25.16;25.16;25.16;25.16;25.16
1;3:00:00;25.22061538;25.22061538;25.22061538;25.22061538;25.22061538
1;4:00:00;25.28123077;25.28123077;25.28123077;25.28123077;25.28123077
1;5:00:00;25.34184615;25.34184615;25.34184615;25.34184615;25.34184615
1;6:00:00;25.40246154;25.40246154;25.40246154;25.40246154;25.40246154
1;7:00:00;25.46307692;25.46307692;25.46307692;25.46307692;25.46307692
1;8:00:00;25.52369231;25.52369231;25.52369231;25.52369231;25.52369231
1;9:00:00;25.58430769;25.58430769;25.58430769;25.58430769;25.58430769
1;10:00:00;25.64492308;25.64492308;25.64492308;25.64492308;25.64492308
1;11:00:00;25.70553846;25.70553846;25.70553846;25.70553846;25.70553846
1;12:00:00;25.76615385;25.76615385;25.76615385;25.76615385;25.76615385
1;13:00:00;25.82676923;25.82676923;25.82676923;25.82676923;25.82676923
1;14:00:00;25.88738462;25.88738462;25.88738462;25.88738462;25.88738462
1;15:00:00;25.948;25.948;25.948;25.948;25.948
1;16:00:00;26.00861538;26.00861538;26.00861538;26.00861538;26.00861538
1;17:00:00;26.06923077;26.06923077;26.06923077;26.06923077;26.06923077
1;18:00:00;26.12984615;26.12984615;26.12984615;26.12984615;26.12984615
1;19:00:00;26.19046154;26.19046154;26.19046154;26.19046154;26.19046154
1;20:00:00;26.25107692;26.25107692;26.25107692;26.25107692;26.25107692
1;21:00:00;26.31169231;26.31169231;26.31169231;26.31169231;26.31169231
1;22:00:00;26.37230769;26.37230769;26.37230769;26.37230769;26.37230769
1;23:00:00;26.43292308;26.43292308;26.43292308;26.43292308;26.43292308
1;0:00:00;26.49353846;26.49353846;26.49353846;26.49353846;26.49353846
1;1:00:00;26.55415385;26.55415385;26.55415385;26.55415385;26.55415385
1;2:00:00;26.61476923;26.61476923;26.61476923;26.61476923;26.61476923
1;3:00:00;26.67538462;26.67538462;26.67538462;26.67538462;26.67538462
1;4:00:00;26.736;26.736;26.736;26.736;26.736
1;5:00:00;26.79661538;26.79661538;26.79661538;26.79661538;26.79661538
1;6:00:00;26.85723077;26.85723077;26.85723077;26.85723077;26.85723077
1;7:00:00;26.91784615;26.91784615;26.91784615;26.91784615;26.91784615
1;8:00:00;26.97846154;26.97846154;26.97846154;26.97846154;26.97846154
1;9:00:00;27.03907692;27.03907692;27.03907692;27.03907692;27.03907692
1;10:00:00;27.09969231;27.09969231;27.09969231;27.09969231;27.09969231
1;11:00:00;27.16030769;27.16030769;27.16030769;27.16030769;27.16030769
1;12:00:00;27.22092308;27.22092308;27.22092308;27.22092308;27.22092308
1;13:00:00;27.28153846;27.28153846;27.28153846;27.28153846;27.28153846
1;14:00:00;27.34215385;27.34215385;27.34215385;27.34215385;27.34215385
1;15:00:00;27.40276923;27.40276923;27.40276923;27.40276923;27.40276923
1;16:00:00;27.46338462;27.46338462;27.46338462;27.46338462;27.46338462
1;17:00:00;27.524;27.524;27.524;27.524;27.524
1;18:00:00;27.58461538;27.58461538;27.58461538;27.58461538;27.58461538
1;19:00:00;27.64523077;27.64523077;27.64523077;27.64523077;27.64523077
1;20:00:00;27.70584615;27.70584615;27.70584615;27.70584615;27.70584615
1;21:00:00;27.76646154;27.76646154;27.76646154;27.76646154;27.76646154
1;22:00:00;27.82707692;27.82707692;27.82707692;27.82707692;27.82707692
1;23:00:00;27.88769231;27.88769231;27.88769231;27.88769231;27.88769231
1;0:00:00;27.94830769;27.94830769;27.94830769;27.94830769;27.94830769
1;1:00:00;28.00892308;28.00892308;28.00892308;28.00892308;28.00892308
1;2:00:00;28.06953846;28.06953846;28.06953846;28.06953846;28.06953846
1;3:00:00;28.13015385;28.13015385;28.13015385;28.13015385;28.13015385
1;4:00:00;28.19076923;28.19076923;28.19076923;28.19076923;28.19076923
1;5:00:00;28.25138462;28.25138462;28.25138462;28.25138462;28.25138462
1;6:00:00;28.312;28.312;28.312;28.312;28.312
1;7:00:00;28.37261538;28.37261538;28.37261538;28.37261538;28.37261538
1;8:00:00;28.43323077;28.43323077;28.43323077;28.43323077;28.43323077
1;9:00:00;28.49384615;28.49384615;28.49384615;28.49384615;28.49384615
1;10:00:00;28.55446154;28.55446154;28.55446154;28.55446154;28.55446154
1;11:00:00;28.61507692;28.61507692;28.61507692;28.61507692;28.61507692
1;12:00:00;28.67569231;28.67569231;28.67569231;28.67569231;28.67569231
1;13:00:00;28.73630769;28.73630769;28.73630769;28.73630769;28.73630769
1;14:00:00;28.79692308;28.79692308;28.79692308;28.79692308;28.79692308
1;15:00:00;28.85753846;28.85753846;28.85753846;28.85753846;28.85753846
1;16:00:00;28.91815385;28.91815385;28.91815385;28.91815385;28.91815385
1;17:00:00;28.97876923;28.97876923;28.97876923;28.97876923;28.97876923
1;18:00:00;29.03938462;29.03938462;29.03938462;29.03938462;29.03938462
1;19:00:00;29.1;29.1;29.1;29.1;29.1
1;20:00:00;29.16061538;29.16061538;29.16061538;29.16061538;29.16061538
1;21:00:00;29.22123077;29.22123077;29.22123077;29.22123077;29.22123077
1;22:00:00;29.28184615;29.28184615;29.28184615;29.28184615;29.28184615
1;23:00:00;29.34246154;29.34246154;29.34246154;29.34246154;29.34246154
1;0:00:00;29.40307692;29.40307692;29.40307692;29.40307692;29.40307692
1;1:00:00;29.46369231;29.46369231;29.46369231;29.46369231;29.46369231
1;2:00:00;29.52430769;29.52430769;29.52430769;29.52430769;29.52430769
1;3:00:00;29.58492308;29.58492308;29.58492308;29.58492308;29.58492308
1;4:00:00;29.64553846;29.64553846;29.64553846;29.64553846;29.64553846
1;5:00:00;29.70615385;29.70615385;29.70615385;29.70615385;29.70615385
1;6:00:00;29.76676923;29.76676923;29.76676923;29.76676923;29.76676923
1;7:00:00;29.82738462;29.82738462;29.82738462;29.82738462;29.82738462
1;8:00:00;29.888;29.888;29.888;29.888;29.888
1;9:00:00;29.94861538;29.94861538;29.94861538;29.94861538;29.94861538
1;10:00:00;30.00923077;30.00923077;30.00923077;30.00923077;30.00923077
1;11:00:00;30.06984615;30.06984615;30.06984615;30.06984615;30.06984615
1;12:00:00;30.13046154;30.13046154;30.13046154;30.13046154;30.13046154
1;13:00:00;30.19107692;30.19107692;30.19107692;30.19107692;30.19107692
1;14:00:00;30.25169231;30.25169231;30.25169231;30.25169231;30.25169231
1;15:00:00;30.31230769;30.31230769;30.31230769;30.31230769;30.31230769
1;16:00:00;30.37292308;30.37292308;30.37292308;30.37292308;30.37292308
1;17:00:00;30.43353846;30.43353846;30.43353846;30.43353846;30.43353846
1;18:00:00;30.49415385;30.49415385;30.49415385;30.49415385;30.49415385
1;19:00:00;30.55476923;30.55476923;30.55476923;30.55476923;30.55476923
1;20:00:00;30.61538462;30.61538462;30.61538462;30.61538462;30.61538462
1;21:00:00;30.676;30.676;30.676;30.676;30.676
1;22:00:00;30.73661538;30.73661538;30.73661538;30.73661538;30.73661538
1;23:00:00;30.79723077;30.79723077;30.79723077;30.79723077;30.79723077
1;0:00:00;30.85784615;30.85784615;30.85784615;30.85784615;30.85784615
1;1:00:00;30.91846154;30.91846154;30.91846154;30.91846154;30.91846154
1;2:00:00;30.97907692;30.97907692;30.97907692;30.97907692;30.97907692
1;3:00:00;31.03969231;31.03969231;31.03969231;31.03969231;31.03969231
1;4:00:00;31.10030769;31.10030769;31.10030769;31.10030769;31.10030769
1;5:00:00;31.16092308;31.16092308;31.16092308;31.16092308;31.16092308
1;6:00:00;31.22153846;31.22153846;31.22153846;31.22153846;31.22153846
1;7:00:00;31.28215385;31.28215385;31.28215385;31.28215385;31.28215385
1;8:00:00;31.34276923;31.34276923;31.34276923;31.34276923;31.34276923
1;9:00:00;31.40338462;31.40338462;31.40338462;31.40338462;31.40338462
1;10:00:00;31.464;31.464;31.464;31.464;31.464
1;11:00:00;31.52461538;31.52461538;31.52461538;31.52461538;31.52461538
1;12:00:00;31.58523077;31.58523077;31.58523077;31.58523077;31.58523077
1;13:00:00;31.64584615;31.64584615;31.64584615;31.64584615;31.64584615
1;14:00:00;31.70646154;31.70646154;31.70646154;31.70646154;31.70646154
1;15:00:00;31.76707692;31.76707692;31.76707692;31.76707692;31.76707692
1;16:00:00;31.82769231;31.82769231;31.82769231;31.82769231;31.82769231
1;17:00:00;31.88830769;31.88830769;31.88830769;31.88830769;31.88830769
1;18:00:00;31.94892308;31.94892308;31.94892308;31.94892308;31.94892308
1;19:00:00;32.00953846;32.00953846;32.00953846;32.00953846;32.00953846
1;20:00:00;32.07015385;32.07015385;32.07015385;32.07015385;32.07015385
1;21:00:00;32.13076923;32.13076923;32.13076923;32.13076923;32.13076923
1;22:00:00;32.19138462;32.19138462;32.19138462;32.19138462;32.19138462
1;23:00:00;32.252;32.252;32.252;32.252;32.252
1;0:00:00;32.31261538;32.31261538;32.31261538;32.31261538;32.31261538
1;1:00:00;32.37323077;32.37323077;32.37323077;32.37323077;32.37323077
1;2:00:00;32.43384615;32.43384615;32.43384615;32.43384615;32.43384615
1;3:00:00;32.49446154;32.49446154;32.49446154;32.49446154;32.49446154
1;4:00:00;32.55507692;32.55507692;32.55507692;32.55507692;32.55507692
1;5:00:00;32.61569231;32.61569231;32.61569231;32.61569231;32.61569231
1;6:00:00;32.67630769;32.67630769;32.67630769;32.67630769;32.67630769
1;7:00:00;32.73692308;32.73692308;32.73692308;32.73692308;32.73692308
1;8:00:00;32.79753846;32.79753846;32.79753846;32.79753846;32.79753846
1;9:00:00;32.85815385;32.85815385;32.85815385;32.85815385;32.85815385
1;10:00:00;32.91876923;32.91876923;32.91876923;32.91876923;32.91876923
1;11:00:00;32.97938462;32.97938462;32.97938462;32.97938462;32.97938462
1;12:00:00;33.04;33.04;33.04;33.04;33.04
1;13:00:00;33.10061538;33.10061538;33.10061538;33.10061538;33.10061538
1;14:00:00;33.16123077;33.16123077;33.16123077;33.16123077;33.16123077
1;15:00:00;33.22184615;33.22184615;33.22184615;33.22184615;33.22184615
1;16:00:00;33.28246154;33.28246154;33.28246154;33.28246154;33.28246154
1;17:00:00;33.34307692;33.34307692;33.34307692;33.34307692;33.34307692
1;18:00:00;33.40369231;33.40369231;33.40369231;33.40369231;33.40369231
1;19:00:00;33.46430769;33.46430769;33.46430769;33.46430769;33.46430769
1;20:00:00;33.52492308;33.52492308;33.52492308;33.52492308;33.52492308
1;21:00:00;33.58553846;33.58553846;33.58553846;33.58553846;33.58553846
1;22:00:00;33.64615385;33.64615385;33.64615385;33.64615385;33.64615385
1;23:00:00;33.70676923;33.70676923;33.70676923;33.70676923;33.70676923
1;0:00:00;33.76738462;33.76738462;33.76738462;33.76738462;33.76738462
1;1:00:00;33.828;33.828;33.828;33.828;33.828
1;2:00:00;33.88861538;33.88861538;33.88861538;33.88861538;33.88861538
1;3:00:00;33.94923077;33.94923077;33.94923077;33.94923077;33.94923077
1;4:00:00;34.00984615;34.00984615;34.00984615;34.00984615;34.00984615
1;5:00:00;34.07046154;34.07046154;34.07046154;34.07046154;34.07046154
1;6:00:00;34.13107692;34.13107692;34.13107692;34.13107692;34.13107692
1;7:00:00;34.19169231;34.19169231;34.19169231;34.19169231;34.19169231
1;8:00:00;34.25230769;34.25230769;34.25230769;34.25230769;34.25230769
1;9:00:00;34.31292308;34.31292308;34.31292308;34.31292308;34.31292308
1;10:00:00;34.37353846;34.37353846;34.37353846;34.37353846;34.37353846
1;11:00:00;34.43415385;34.43415385;34.43415385;34.43415385;34.43415385
1;12:00:00;34.49476923;34.49476923;34.49476923;34.49476923;34.49476923
1;13:00:00;34.55538462;34.55538462;34.55538462;34.55538462;34.55538462
1;14:00:00;34.616;34.616;34.616;34.616;34.616
1;15:00:00;34.67661538;34.67661538;34.67661538;34.67661538;34.67661538
1;16:00:00;34.73723077;34.73723077;34.73723077;34.73723077;34.73723077
1;17:00:00;34.79784615;34.79784615;34.79784615;34.79784615;34.79784615
1;18:00:00;34.85846154;34.85846154;34.85846154;34.85846154;34.85846154
1;19:00:00;34.91907692;34.91907692;34.91907692;34.91907692;34.91907692
1;20:00:00;34.97969231;34.97969231;34.97969231;34.97969231;34.97969231
1;21:00:00;35.04030769;35.04030769;35.04030769;35.04030769;35.04030769
1;22:00:00;35.10092308;35.10092308;35.10092308;35.10092308;35.10092308
1;23:00:00;35.16153846;35.16153846;35.16153846;35.16153846;35.16153846
1;0:00:00;35.22215385;35.22215385;35.22215385;35.22215385;35.22215385
1;1:00:00;35.28276923;35.28276923;35.28276923;35.28276923;35.28276923
1;2:00:00;35.34338462;35.34338462;35.34338462;35.34338462;35.34338462
1;3:00:00;35.404;35.404;35.404;35.404;35.404
1;4:00:00;35.46461538;35.46461538;35.46461538;35.46461538;35.46461538
1;5:00:00;35.52523077;35.52523077;35.52523077;35.52523077;35.52523077
1;6:00:00;35.58584615;35.58584615;35.58584615;35.58584615;35.58584615
1;7:00:00;35.64646154;35.64646154;35.64646154;35.64646154;35.64646154
1;8:00:00;35.70707692;35.70707692;35.70707692;35.70707692;35.70707692
1;9:00:00;35.76769231;35.76769231;35.76769231;35.76769231;35.76769231
1;10:00:00;35.82830769;35.82830769;35.82830769;35.82830769;35.82830769
1;11:00:00;35.88892308;35.88892308;35.88892308;35.88892308;35.88892308
1;12:00:00;35.94953846;35.94953846;35.94953846;35.94953846;35.94953846
1;13:00:00;36.01015385;36.01015385;36.01015385;36.01015385;36.01015385
1;14:00:00;36.07076923;36.07076923;36.07076923;36.07076923;36.07076923
1;15:00:00;36.13138462;36.13138462;36.13138462;36.13138462;36.13138462
1;16:00:00;36.192;36.192;36.192;36.192;36.192
1;17:00:00;36.25261538;36.25261538;36.25261538;36.25261538;36.25261538
1;18:00:00;36.31323077;36.31323077;36.31323077;36.31323077;36.31323077
1;19:00:00;36.37384615;36.37384615;36.37384615;36.37384615;36.37384615
1;20:00:00;36.43446154;36.43446154;36.43446154;36.43446154;36.43446154
1;21:00:00;36.49507692;36.49507692;36.49507692;36.49507692;36.49507692
1;22:00:00;36.55569231;36.55569231;36.55569231;36.55569231;36.55569231
1;23:00:00;36.61630769;36.61630769;36.61630769;36.61630769;36.61630769
